latitude,longitude
-10.909,-37.051
-10.909,-37.052
-10.909,-37.053
-10.910,-37.053
-10.910,-37.053
-10.910,-37.053
-10.910,-37.053
-10.911,-37.053
-10.912,-37.053
-10.913,-37.053
-10.914,-37.053
-10.915,-37.053
-10.915,-37.052
-10.916,-37.053
-10.917,-37.053
-10.917,-37.053
-10.918,-37.053
-10.918,-37.053
-10.918,-37.053
-10.918,-37.053
-10.918,-37.053
-10.919,-37.053
-10.918,-37.054
-10.918,-37.054
-10.918,-37.054
-10.919,-37.054
-10.919,-37.054
-10.919,-37.054
-10.918,-37.055
-10.918,-37.056
-10.919,-37.057
-10.918,-37.058
-10.919,-37.059
-10.919,-37.059
-10.918,-37.059
-10.919,-37.060
-10.918,-37.061
-10.918,-37.062
-10.918,-37.063
-10.918,-37.063
-10.918,-37.063
-10.918,-37.063
-10.918,-37.063
-10.918,-37.063
-10.918,-37.063
-10.918,-37.063
-10.918,-37.063
-10.918,-37.064
-10.919,-37.064
-10.919,-37.064
-10.919,-37.064
-10.919,-37.064
-10.919,-37.064
-10.919,-37.064
-10.919,-37.064
-10.919,-37.064
-10.919,-37.064
-10.919,-37.064
-10.919,-37.065
-10.919,-37.066
-10.919,-37.067
-10.919,-37.068
-10.919,-37.068
-10.919,-37.068
-10.919,-37.068
-10.919,-37.068
-10.919,-37.068
-10.919,-37.069
-10.919,-37.069
-10.919,-37.070
-10.919,-37.071
-10.918,-37.072
-10.918,-37.073
-10.918,-37.073
-10.918,-37.073
-10.918,-37.073
-10.918,-37.074
-10.918,-37.074
-10.918,-37.074
-10.918,-37.074
-10.918,-37.074
-10.918,-37.074
-10.918,-37.074
-10.918,-37.074
-10.918,-37.074
-10.918,-37.074
-10.918,-37.075
-10.918,-37.076
-10.918,-37.076
-10.918,-37.076
-10.918,-37.076
-10.918,-37.076
-10.918,-37.077
-10.918,-37.078
-10.918,-37.078
-10.919,-37.078
-10.918,-37.078
-10.918,-37.079
-10.919,-37.079
-10.919,-37.080
-10.918,-37.081
-10.919,-37.082
-10.919,-37.084
-10.919,-37.085
-10.920,-37.087
-10.920,-37.088
-10.920,-37.088
-10.920,-37.089
-10.920,-37.089
-10.920,-37.090
-10.921,-37.090
-10.921,-37.091
-10.922,-37.092
-10.922,-37.093
-10.922,-37.094
-10.923,-37.095
-10.923,-37.096
-10.922,-37.098
-10.922,-37.099
-10.921,-37.100
-10.921,-37.100
-10.921,-37.100
-10.921,-37.102
-10.921,-37.103
-10.921,-37.105
-10.922,-37.105
-10.923,-37.105
-10.924,-37.105
-10.924,-37.105
-10.924,-37.105
-10.944,-37.052
-10.944,-37.052
-10.944,-37.052
-10.944,-37.052
-10.944,-37.053
-10.944,-37.053
-10.944,-37.053
-10.944,-37.053
-10.944,-37.053
-10.944,-37.053
-10.944,-37.053
-10.944,-37.053
-10.944,-37.053
-10.944,-37.053
-10.944,-37.052
-10.944,-37.052
-10.944,-37.051
-10.945,-37.051
-10.946,-37.051
-10.946,-37.051
-10.935,-37.114
-10.935,-37.114
-10.935,-37.114
-10.905,-37.061
-10.905,-37.061
-10.907,-37.062
-10.907,-37.062
-10.910,-37.064
-10.910,-37.064
-10.910,-37.064
-10.910,-37.064
-10.910,-37.064
-10.910,-37.064
-10.910,-37.064
-10.910,-37.064
-10.910,-37.064
-10.910,-37.064
-10.910,-37.064
-10.910,-37.064
-10.910,-37.064
-10.910,-37.064
-10.910,-37.064
-10.910,-37.064
-10.911,-37.064
-10.910,-37.065
-10.910,-37.065
-10.910,-37.065
-10.910,-37.066
-10.910,-37.066
-10.910,-37.066
-10.910,-37.066
-10.910,-37.066
-10.910,-37.066
-10.910,-37.066
-10.910,-37.066
-10.910,-37.066
-10.910,-37.066
-10.910,-37.066
-10.910,-37.066
-10.910,-37.067
-10.910,-37.066
-10.910,-37.066
-10.910,-37.066
-10.910,-37.067
-10.910,-37.068
-10.910,-37.068
-10.910,-37.069
-10.910,-37.069
-10.910,-37.070
-10.910,-37.071
-10.910,-37.071
-10.910,-37.068
-10.910,-37.072
-10.909,-37.073
-10.909,-37.073
-10.909,-37.073
-10.909,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.905,-37.048
-10.907,-37.048
-10.908,-37.048
-10.908,-37.048
-10.908,-37.048
-10.908,-37.048
-10.908,-37.048
-10.908,-37.048
-10.909,-37.048
-10.909,-37.049
-10.909,-37.049
-10.909,-37.049
-10.909,-37.050
-10.909,-37.051
-10.909,-37.052
-10.909,-37.052
-10.909,-37.052
-10.909,-37.052
-10.909,-37.052
-10.909,-37.052
-10.909,-37.052
-10.909,-37.052
-10.909,-37.052
-10.909,-37.052
-10.909,-37.053
-10.910,-37.053
-10.911,-37.053
-10.911,-37.053
-10.911,-37.053
-10.911,-37.053
-10.911,-37.053
-10.911,-37.053
-10.911,-37.053
-10.912,-37.053
-10.912,-37.053
-10.912,-37.053
-10.912,-37.053
-10.912,-37.053
-10.912,-37.053
-10.913,-37.053
-10.913,-37.053
-10.913,-37.053
-10.914,-37.053
-10.915,-37.053
-10.915,-37.052
-10.915,-37.051
-10.915,-37.051
-10.915,-37.050
-10.915,-37.049
-10.915,-37.048
-10.915,-37.048
-10.915,-37.048
-10.916,-37.048
-10.918,-37.047
-10.918,-37.047
-10.918,-37.047
-10.918,-37.047
-10.918,-37.047
-10.918,-37.048
-10.918,-37.048
-10.918,-37.048
-10.918,-37.048
-10.918,-37.048
-10.918,-37.049
-10.918,-37.049
-10.918,-37.049
-10.918,-37.049
-10.918,-37.049
-10.918,-37.049
-10.918,-37.049
-10.918,-37.050
-10.918,-37.051
-10.918,-37.051
-10.918,-37.051
-10.918,-37.051
-10.918,-37.052
-10.918,-37.052
-10.918,-37.052
-10.918,-37.052
-10.918,-37.052
-10.918,-37.053
-10.918,-37.054
-10.918,-37.054
-10.918,-37.054
-10.918,-37.054
-10.918,-37.054
-10.918,-37.054
-10.918,-37.054
-10.918,-37.055
-10.918,-37.055
-10.918,-37.055
-10.918,-37.055
-10.919,-37.055
-10.918,-37.056
-10.918,-37.056
-10.918,-37.057
-10.919,-37.057
-10.919,-37.057
-10.918,-37.057
-10.918,-37.057
-10.918,-37.057
-10.918,-37.057
-10.918,-37.057
-10.918,-37.058
-10.918,-37.059
-10.918,-37.059
-10.918,-37.059
-10.918,-37.060
-10.919,-37.060
-10.919,-37.061
-10.919,-37.063
-10.919,-37.064
-10.919,-37.064
-10.919,-37.064
-10.919,-37.064
-10.919,-37.064
-10.919,-37.064
-10.919,-37.064
-10.919,-37.064
-10.919,-37.064
-10.919,-37.065
-10.919,-37.066
-10.919,-37.066
-10.919,-37.066
-10.919,-37.067
-10.919,-37.068
-10.919,-37.068
-10.919,-37.069
-10.919,-37.069
-10.919,-37.069
-10.919,-37.069
-10.919,-37.070
-10.919,-37.071
-10.919,-37.071
-10.919,-37.071
-10.919,-37.071
-10.919,-37.071
-10.918,-37.072
-10.918,-37.072
-10.918,-37.073
-10.918,-37.073
-10.918,-37.073
-10.918,-37.073
-10.918,-37.073
-10.918,-37.073
-10.918,-37.073
-10.918,-37.074
-10.918,-37.074
-10.918,-37.074
-10.918,-37.074
-10.918,-37.074
-10.918,-37.074
-10.918,-37.074
-10.918,-37.074
-10.918,-37.074
-10.918,-37.074
-10.918,-37.074
-10.918,-37.075
-10.918,-37.076
-10.918,-37.078
-10.918,-37.079
-10.918,-37.079
-10.918,-37.079
-10.919,-37.080
-10.919,-37.081
-10.919,-37.081
-10.919,-37.082
-10.919,-37.083
-10.919,-37.085
-10.919,-37.086
-10.920,-37.087
-10.920,-37.088
-10.920,-37.089
-10.920,-37.090
-10.921,-37.090
-10.921,-37.091
-10.922,-37.093
-10.922,-37.094
-10.922,-37.094
-10.922,-37.094
-10.923,-37.095
-10.923,-37.096
-10.922,-37.097
-10.922,-37.099
-10.921,-37.100
-10.921,-37.100
-10.921,-37.101
-10.921,-37.102
-10.921,-37.103
-10.921,-37.105
-10.922,-37.105
-10.923,-37.105
-10.924,-37.105
-10.924,-37.105
-10.897,-37.053
-10.911,-37.072
-10.911,-37.072
-10.911,-37.072
-10.911,-37.072
-10.911,-37.072
-10.911,-37.072
-10.911,-37.072
-10.911,-37.071
-10.911,-37.071
-10.911,-37.070
-10.911,-37.070
-10.911,-37.069
-10.911,-37.068
-10.911,-37.068
-10.911,-37.068
-10.911,-37.067
-10.911,-37.067
-10.912,-37.067
-10.911,-37.066
-10.911,-37.066
-10.911,-37.065
-10.911,-37.065
-10.911,-37.065
-10.911,-37.065
-10.911,-37.064
-10.911,-37.064
-10.911,-37.064
-10.911,-37.064
-10.911,-37.064
-10.911,-37.064
-10.911,-37.064
-10.911,-37.064
-10.911,-37.064
-10.911,-37.064
-10.911,-37.064
-10.911,-37.064
-10.911,-37.064
-10.910,-37.064
-10.910,-37.064
-10.910,-37.063
-10.909,-37.063
-10.909,-37.062
-10.908,-37.062
-10.907,-37.062
-10.907,-37.061
-10.907,-37.061
-10.907,-37.061
-10.907,-37.061
-10.907,-37.061
-10.906,-37.061
-10.906,-37.061
-10.906,-37.061
-10.906,-37.061
-10.906,-37.061
-10.905,-37.061
-10.905,-37.060
-10.904,-37.060
-10.904,-37.060
-10.903,-37.060
-10.903,-37.060
-10.903,-37.060
-10.903,-37.059
-10.903,-37.059
-10.903,-37.059
-10.902,-37.059
-10.902,-37.059
-10.902,-37.059
-10.901,-37.059
-10.900,-37.059
-10.900,-37.059
-10.899,-37.059
-10.899,-37.059
-10.899,-37.059
-10.899,-37.059
-10.899,-37.059
-10.899,-37.059
-10.899,-37.059
-10.899,-37.059
-10.899,-37.059
-10.899,-37.059
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.898,-37.058
-10.898,-37.058
-10.898,-37.058
-10.898,-37.058
-10.897,-37.058
-10.897,-37.058
-10.897,-37.058
-10.897,-37.058
-10.897,-37.058
-10.897,-37.058
-10.897,-37.058
-10.897,-37.057
-10.897,-37.057
-10.897,-37.057
-10.897,-37.056
-10.897,-37.056
-10.897,-37.055
-10.896,-37.055
-10.896,-37.055
-10.896,-37.054
-10.896,-37.054
-10.896,-37.053
-10.896,-37.053
-10.896,-37.053
-10.897,-37.053
-10.897,-37.053
-10.897,-37.053
-10.897,-37.053
-10.897,-37.053
-10.897,-37.053
-10.897,-37.053
-10.897,-37.053
-10.897,-37.053
-10.897,-37.053
-10.897,-37.053
-10.897,-37.053
-10.897,-37.053
-10.897,-37.053
-10.897,-37.053
-10.897,-37.054
-10.897,-37.054
-10.897,-37.054
-10.897,-37.054
-10.897,-37.054
-10.896,-37.054
-10.896,-37.054
-10.896,-37.054
-10.896,-37.054
-10.896,-37.054
-10.896,-37.054
-10.896,-37.054
-10.896,-37.054
-10.896,-37.055
-10.897,-37.055
-10.897,-37.056
-10.897,-37.056
-10.897,-37.057
-10.897,-37.057
-10.897,-37.057
-10.897,-37.057
-10.897,-37.057
-10.897,-37.057
-10.897,-37.057
-10.897,-37.058
-10.897,-37.058
-10.897,-37.058
-10.897,-37.058
-10.897,-37.058
-10.897,-37.058
-10.897,-37.058
-10.897,-37.058
-10.897,-37.058
-10.897,-37.058
-10.897,-37.058
-10.897,-37.058
-10.897,-37.058
-10.897,-37.058
-10.898,-37.058
-10.898,-37.058
-10.899,-37.058
-10.899,-37.058
-10.900,-37.057
-10.900,-37.057
-10.901,-37.056
-10.901,-37.056
-10.902,-37.056
-10.902,-37.055
-10.902,-37.055
-10.902,-37.055
-10.902,-37.055
-10.902,-37.055
-10.902,-37.055
-10.902,-37.055
-10.902,-37.055
-10.902,-37.055
-10.902,-37.055
-10.902,-37.055
-10.903,-37.055
-10.903,-37.055
-10.903,-37.055
-10.903,-37.055
-10.903,-37.056
-10.903,-37.056
-10.903,-37.057
-10.903,-37.057
-10.903,-37.058
-10.903,-37.058
-10.903,-37.059
-10.903,-37.059
-10.903,-37.059
-10.903,-37.060
-10.903,-37.060
-10.903,-37.060
-10.904,-37.060
-10.904,-37.060
-10.905,-37.061
-10.905,-37.061
-10.905,-37.061
-10.905,-37.061
-10.905,-37.061
-10.905,-37.061
-10.905,-37.061
-10.905,-37.061
-10.905,-37.061
-10.906,-37.061
-10.906,-37.061
-10.906,-37.061
-10.906,-37.061
-10.906,-37.061
-10.906,-37.061
-10.906,-37.061
-10.906,-37.061
-10.906,-37.061
-10.906,-37.061
-10.906,-37.061
-10.906,-37.062
-10.906,-37.062
-10.906,-37.063
-10.906,-37.063
-10.906,-37.064
-10.906,-37.065
-10.906,-37.065
-10.906,-37.065
-10.906,-37.065
-10.906,-37.065
-10.906,-37.065
-10.906,-37.066
-10.905,-37.066
-10.905,-37.067
-10.905,-37.067
-10.905,-37.068
-10.905,-37.068
-10.905,-37.068
-10.905,-37.068
-10.905,-37.068
-10.905,-37.068
-10.905,-37.068
-10.905,-37.069
-10.905,-37.069
-10.905,-37.069
-10.905,-37.069
-10.905,-37.070
-10.905,-37.070
-10.905,-37.071
-10.905,-37.071
-10.905,-37.072
-10.905,-37.072
-10.905,-37.072
-10.905,-37.072
-10.906,-37.072
-10.906,-37.072
-10.906,-37.072
-10.906,-37.072
-10.906,-37.072
-10.907,-37.072
-10.907,-37.072
-10.907,-37.072
-10.907,-37.072
-10.908,-37.072
-10.908,-37.072
-10.908,-37.072
-10.908,-37.072
-10.909,-37.072
-10.909,-37.072
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.908,-37.073
-10.897,-37.058
-10.897,-37.058
-10.898,-37.058
-10.898,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.058
-10.899,-37.057
-10.901,-37.057
-10.901,-37.056
-10.901,-37.056
-10.901,-37.056
-10.902,-37.055
-10.902,-37.055
-10.903,-37.055
-10.903,-37.054
-10.903,-37.053
-10.903,-37.053
-10.903,-37.053
-10.903,-37.052
-10.903,-37.051
-10.903,-37.051
-10.903,-37.051
-10.903,-37.051
-10.903,-37.051
-10.903,-37.050
-10.903,-37.050
-10.911,-37.053
-10.911,-37.053
-10.911,-37.053
-10.911,-37.053
-10.911,-37.053
-10.912,-37.053
-10.912,-37.053
-10.912,-37.053
-10.913,-37.053
-10.913,-37.053
-10.913,-37.053
-10.913,-37.053
-10.913,-37.053
-10.913,-37.053
-10.914,-37.053
-10.915,-37.053
-10.915,-37.053
-10.915,-37.053
-10.915,-37.053
-10.916,-37.053
-10.917,-37.053
-10.917,-37.053
-10.918,-37.053
-10.918,-37.053
-10.918,-37.053
-10.918,-37.053
-10.918,-37.053
-10.918,-37.053
-10.918,-37.053
-10.918,-37.053
-10.918,-37.054
-10.918,-37.054
-10.918,-37.054
-10.918,-37.054
-10.918,-37.055
-10.918,-37.056
-10.918,-37.057
-10.918,-37.057
-10.918,-37.057
-10.918,-37.057
-10.918,-37.057
-10.918,-37.057
-10.919,-37.057
-10.919,-37.058
-10.919,-37.059
-10.919,-37.059
-10.919,-37.060
-10.919,-37.061
-10.919,-37.062
-10.919,-37.063
-10.919,-37.063
-10.919,-37.063
-10.919,-37.063
-10.919,-37.063
-10.919,-37.064
-10.919,-37.064
-10.919,-37.065
-10.919,-37.066
-10.919,-37.066
-10.919,-37.066
-10.919,-37.067
-10.919,-37.068
-10.919,-37.068
-10.919,-37.068
-10.919,-37.069
-10.919,-37.069
-10.919,-37.069
-10.919,-37.069
-10.919,-37.069
-10.919,-37.069
-10.919,-37.069
-10.919,-37.070
-10.919,-37.071
-10.919,-37.071
-10.919,-37.071
-10.919,-37.071
-10.919,-37.071
-10.918,-37.072
-10.918,-37.072
-10.918,-37.073
-10.918,-37.073
-10.918,-37.074
-10.918,-37.074
-10.918,-37.075
-10.918,-37.075
-10.918,-37.075
-10.918,-37.076
-10.918,-37.077
-10.918,-37.078
-10.918,-37.079
-10.919,-37.079
-10.919,-37.080
-10.919,-37.081
-10.919,-37.081
-10.919,-37.081
-10.919,-37.082
-10.919,-37.084
-10.919,-37.086
-10.920,-37.087
-10.920,-37.088
-10.920,-37.089
-10.921,-37.090
-10.921,-37.091
-10.922,-37.093
-10.922,-37.094
-10.922,-37.094
-10.922,-37.094
-10.923,-37.095
-10.923,-37.096
-10.922,-37.099
-10.921,-37.100
-10.921,-37.100
-10.921,-37.100
-10.921,-37.100
-10.901,-37.056
-10.901,-37.056
-10.901,-37.056
-10.902,-37.056
-10.902,-37.056
-10.902,-37.055
-10.903,-37.055
-10.903,-37.055
-10.903,-37.055
-10.903,-37.055
-10.903,-37.055
-10.903,-37.055
-10.903,-37.055
-10.903,-37.055
-10.903,-37.055
-10.904,-37.054
-10.904,-37.054
-10.904,-37.054
-10.905,-37.053
-10.905,-37.053
-10.905,-37.053
-10.905,-37.053
-10.905,-37.053
-10.905,-37.053
-10.905,-37.053
-10.905,-37.053
-10.905,-37.053
-10.905,-37.053
-10.906,-37.053
-10.906,-37.053
-10.906,-37.052
-10.906,-37.052
-10.907,-37.052
-10.907,-37.052
-10.907,-37.052
-10.908,-37.052
-10.908,-37.051
-10.908,-37.051
-10.908,-37.051
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.053
-10.908,-37.053
-10.908,-37.053
-10.908,-37.053
-10.908,-37.053
-10.908,-37.053
-10.908,-37.053
-10.908,-37.053
-10.908,-37.053
-10.908,-37.053
-10.908,-37.053
-10.908,-37.053
-10.908,-37.053
-10.908,-37.053
-10.909,-37.053
-10.909,-37.053
-10.909,-37.053
-10.909,-37.053
-10.909,-37.053
-10.910,-37.053
-10.910,-37.053
-10.910,-37.053
-10.910,-37.053
-10.911,-37.053
-10.911,-37.053
-10.911,-37.053
-10.911,-37.053
-10.911,-37.053
-10.911,-37.053
-10.912,-37.053
-10.912,-37.053
-10.912,-37.053
-10.912,-37.053
-10.912,-37.053
-10.912,-37.053
-10.912,-37.053
-10.912,-37.053
-10.912,-37.053
-10.912,-37.053
-10.913,-37.053
-10.913,-37.053
-10.913,-37.053
-10.913,-37.053
-10.914,-37.053
-10.914,-37.053
-10.914,-37.053
-10.915,-37.053
-10.915,-37.053
-10.915,-37.052
-10.915,-37.052
-10.915,-37.052
-10.916,-37.052
-10.916,-37.052
-10.916,-37.052
-10.916,-37.052
-10.916,-37.052
-10.916,-37.052
-10.917,-37.052
-10.917,-37.052
-10.917,-37.052
-10.918,-37.052
-10.918,-37.052
-10.918,-37.052
-10.918,-37.052
-10.918,-37.052
-10.918,-37.052
-10.918,-37.052
-10.918,-37.052
-10.918,-37.052
-10.918,-37.052
-10.918,-37.052
-10.919,-37.052
-10.919,-37.052
-10.920,-37.052
-10.920,-37.052
-10.920,-37.052
-10.921,-37.052
-10.921,-37.052
-10.921,-37.052
-10.922,-37.052
-10.922,-37.052
-10.922,-37.052
-10.922,-37.052
-10.922,-37.052
-10.922,-37.051
-10.922,-37.051
-10.922,-37.051
-10.922,-37.051
-10.922,-37.051
-10.922,-37.051
-10.922,-37.051
-10.922,-37.051
-10.922,-37.051
-10.922,-37.051
-10.922,-37.051
-10.922,-37.051
-10.901,-37.056
-10.901,-37.056
-10.901,-37.056
-10.902,-37.056
-10.902,-37.056
-10.902,-37.055
-10.903,-37.055
-10.903,-37.055
-10.903,-37.055
-10.903,-37.055
-10.903,-37.055
-10.903,-37.055
-10.903,-37.055
-10.903,-37.055
-10.903,-37.055
-10.904,-37.054
-10.904,-37.054
-10.904,-37.054
-10.905,-37.053
-10.905,-37.053
-10.905,-37.053
-10.905,-37.053
-10.905,-37.053
-10.905,-37.053
-10.905,-37.053
-10.905,-37.053
-10.905,-37.053
-10.905,-37.053
-10.906,-37.053
-10.906,-37.053
-10.906,-37.052
-10.906,-37.052
-10.907,-37.052
-10.907,-37.052
-10.907,-37.052
-10.908,-37.052
-10.908,-37.051
-10.908,-37.051
-10.908,-37.051
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
-10.908,-37.052
